"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"0500000US01001","Autauga County, Alabama","58761","*****","43747","345","11496","525","59","71","658","218","0","30","321","243","2480","668","900","372","1580","533",
"0500000US01003","Baldwin County, Alabama","233420","*****","195998","1247","19445","746","848","325","2046","347","31","32","4414","1216","10638","1169","3952","864","6686","874",
"0500000US01005","Barbour County, Alabama","24877","*****","11309","221","11668","220","74","39","126","26","3","4","1088","270","609","215","195","97","414","174",
"0500000US01007","Bibb County, Alabama","22251","*****","16872","225","4603","294","21","25","69","94","0","24","108","129","578","321","109","100","469","310",
"0500000US01009","Blount County, Alabama","59077","*****","53941","683","729","196","227","157","100","96","117","96","1859","546","2104","434","881","421","1223","215",
"0500000US01011","Bullock County, Alabama","10328","*****","2397","227","7117","88","0","20","43","49","0","20","568","259","203","144","137","110","66","77",
"0500000US01013","Butler County, Alabama","18981","*****","9777","76","8462","68","69","51","243","59","0","20","57","34","373","115","154","59","219","102",
"0500000US01015","Calhoun County, Alabama","116162","*****","83306","575","25631","449","258","132","765","148","207","190","2223","519","3772","531","1073","356","2699","354",
"0500000US01017","Chambers County, Alabama","34612","*****","19642","122","14114","154","21","29","60","54","3","5","240","122","532","158","95","74","437","138",
"0500000US01019","Cherokee County, Alabama","25069","*****","22884","129","1008","144","120","79","27","62","0","24","206","78","824","201","137","104","687","175",
"0500000US01021","Chilton County, Alabama","45140","*****","36693","590","4257","226","647","558","229","48","136","198","1512","540","1666","334","781","260","885","236",
"0500000US01023","Choctaw County, Alabama","12669","*****","7180","28","5062","175","28","30","15","24","0","20","85","64","299","181","0","20","299","181",
"0500000US01025","Clarke County, Alabama","23058","*****","11862","116","10490","92","15","17","90","30","0","24","194","127","407","144","56","61","351","160",
"0500000US01027","Clay County, Alabama","14209","*****","11581","121","1790","217","5","16","36","42","0","20","128","106","669","249","251","204","418","196",
"0500000US01029","Cleburne County, Alabama","15144","*****","14028","57","411","64","35","32","15","24","0","20","263","99","392","102","115","79","277","66",
"0500000US01031","Coffee County, Alabama","53559","*****","38834","378","8997","446","368","127","563","136","8","14","1083","347","3706","418","919","213","2787","431",
"0500000US01033","Colbert County, Alabama","57270","*****","44698","123","9185","253","178","96","214","95","53","49","1395","260","1547","337","247","132","1300","310",
"0500000US01035","Conecuh County, Alabama","11576","*****","5751","20","5611","102","33","37","36","32","0","20","24","28","121","70","5","9","116","69",
"0500000US01037","Coosa County, Alabama","10329","*****","6859","125","3120","33","9","15","0","20","0","20","75","94","266","98","134","93","132","35",
"0500000US01039","Covington County, Alabama","37542","*****","31404","143","4606","233","117","73","218","15","0","27","293","152","904","269","98","74","806","256",
"0500000US01041","Crenshaw County, Alabama","13205","*****","9386","86","3059","149","10","13","154","40","6","10","142","96","448","152","22","18","426","150",
"0500000US01043","Cullman County, Alabama","88284","*****","81077","527","960","151","355","236","278","82","27","34","1460","575","4127","706","2261","647","1866","254",
"0500000US01045","Dale County, Alabama","49455","*****","34817","300","10416","280","476","195","611","95","17","16","1176","278","1942","308","306","122","1636","289",
"0500000US01047","Dallas County, Alabama","38326","*****","10634","199","26467","600","208","164","240","14","0","27","16","52","761","556","0","27","761","556",
"0500000US01049","DeKalb County, Alabama","71680","*****","59102","727","1043","115","1098","449","72","44","413","570","6443","927","3509","589","1502","531","2007","196",
"0500000US01051","Elmore County, Alabama","87694","*****","64769","458","18276","624","248","98","602","187","0","30","677","313","3122","698","964","354","2158","639",
"0500000US01053","Escambia County, Alabama","36755","*****","22762","194","11138","563","1124","118","90","77","0","27","227","157","1414","584","156","93","1258","579",
"0500000US01055","Etowah County, Alabama","103348","*****","80555","408","15724","445","329","144","748","159","2","3","2404","500","3586","581","1204","333","2382","419",
"0500000US01057","Fayette County, Alabama","16297","*****","13727","102","2074","177","24","27","36","37","40","61","28","42","368","176","41","38","327","170",
"0500000US01059","Franklin County, Alabama","32011","*****","24853","424","1360","115","134","115","35","40","14","29","4210","590","1405","438","871","408","534","156",
"0500000US01061","Geneva County, Alabama","26647","*****","22360","383","2472","276","71","46","143","173","6","8","636","358","959","256","226","140","733","221",
"0500000US01063","Greene County, Alabama","7706","*****","1333","26","6305","90","7","18","0","18","0","18","12","30","49","76","0","18","49","76",
"0500000US01065","Hale County, Alabama","14742","*****","5663","159","8373","277","42","64","9","17","0","20","11","15","644","311","268","174","376","243",
"0500000US01067","Henry County, Alabama","17282","*****","12194","127","4375","90","60","33","96","19","8","19","74","56","475","154","232","108","243","93",
"0500000US01069","Houston County, Alabama","107040","*****","71260","382","29166","235","309","86","987","103","39","26","967","290","4312","373","1583","235","2729","267",
"0500000US01071","Jackson County, Alabama","52618","*****","47208","273","1731","208","397","115","213","58","17","22","948","283","2104","317","367","226","1737","235",
"0500000US01073","Jefferson County, Alabama","672265","*****","338374","1420","287203","1616","1225","367","11712","493","167","45","13328","2012","20256","1781","7518","1259","12738","1500",
"0500000US01075","Lamar County, Alabama","13885","*****","11913","51","1527","152","49","47","23","26","0","20","94","77","279","140","6","12","273","140",
"0500000US01077","Lauderdale County, Alabama","94329","*****","79592","632","9317","408","315","111","576","151","64","52","697","320","3768","829","1589","659","2179","396",
"0500000US01079","Lawrence County, Alabama","33116","*****","25421","161","3371","275","1669","320","97","96","17","28","464","181","2077","382","235","94","1842","377",
"0500000US01081","Lee County, Alabama","175126","*****","120255","746","39363","702","270","113","7614","282","49","81","1894","613","5681","822","1797","577","3884","643",
"0500000US01083","Limestone County, Alabama","104199","*****","80040","731","13714","485","880","334","1917","205","106","71","2571","684","4971","701","1848","608","3123","429",
"0500000US01085","Lowndes County, Alabama","10153","*****","2493","17","7603","39","0","20","0","20","0","20","0","20","57","43","22","27","35","34",
"0500000US01087","Macon County, Alabama","19198","*****","3133","46","15142","149","7","9","78","73","0","20","49","44","789","152","410","69","379","135",
"0500000US01089","Madison County, Alabama","389781","*****","254819","1115","95400","996","2008","320","9675","662","255","103","6988","921","20636","1452","6304","884","14332","1278",
"0500000US01091","Marengo County, Alabama","19180","*****","8705","172","9750","236","64","63","151","214","0","20","141","123","369","194","155","120","214","164",
"0500000US01093","Marion County, Alabama","29203","*****","26673","238","1113","137","93","98","85","42","8","12","470","140","761","268","309","239","452","147",
"0500000US01095","Marshall County, Alabama","97923","*****","83991","935","2746","279","877","469","600","75","78","87","4197","667","5434","723","3287","595","2147","340",
"0500000US01097","Mobile County, Alabama","413878","*****","234657","605","150071","982","1625","295","8383","416","95","53","5107","767","13940","1071","4118","710","9822","892",
"0500000US01099","Monroe County, Alabama","19816","*****","10645","23","8384","190","260","83","47","38","13","17","31","39","436","206","8","13","428","206",
"0500000US01101","Montgomery County, Alabama","228132","*****","74723","594","134763","727","333","154","7604","235","8","13","3126","592","7575","946","2652","579","4923","784",
"0500000US01103","Morgan County, Alabama","123102","*****","94056","690","16631","671","471","228","605","120","31","36","5058","878","6250","850","2702","690","3548","457",
"0500000US01105","Perry County, Alabama","8479","*****","2411","15","6004","55","1","2","7","16","0","18","8","19","48","40","5","8","43","43",
"0500000US01107","Pickens County, Alabama","18925","*****","10880","107","7506","148","33","36","10","19","0","20","134","107","362","133","47","49","315","119",
"0500000US01109","Pike County, Alabama","32997","*****","18678","214","12302","214","112","49","664","79","0","27","133","103","1108","324","326","219","782","229",
"0500000US01111","Randolph County, Alabama","22179","*****","17068","136","4203","137","25","24","62","47","0","24","182","102","639","191","180","108","459","139",
"0500000US01113","Russell County, Alabama","58849","*****","27622","537","26410","525","107","74","459","122","58","85","1199","435","2994","703","952","489","2042","520",
"0500000US01115","St. Clair County, Alabama","91719","*****","78169","405","8985","397","310","118","373","210","61","95","1215","632","2606","602","811","310","1795","462",
"0500000US01117","Shelby County, Alabama","223916","*****","174752","999","29118","559","533","261","4491","314","22","26","6362","927","8638","1000","2980","808","5658","657",
"0500000US01119","Sumter County, Alabama","12196","*****","3109","78","8813","116","10","18","57","59","0","20","16","38","191","112","94","82","97","74",
"0500000US01121","Talladega County, Alabama","81105","*****","51186","246","25893","409","124","70","350","109","50","58","979","219","2523","450","350","180","2173","411",
"0500000US01123","Tallapoosa County, Alabama","41251","*****","28516","170","10957","203","26","30","190","82","0","27","388","178","1174","310","468","218","706","238",
"0500000US01125","Tuscaloosa County, Alabama","231558","*****","143889","814","74222","802","393","276","3817","306","24","38","2009","902","7204","993","3112","762","4092","827",
"0500000US01127","Walker County, Alabama","64978","*****","57555","499","3890","270","100","64","123","87","0","30","1126","392","2184","469","756","397","1428","285",
"0500000US01129","Washington County, Alabama","15434","*****","10298","82","3608","120","1042","181","62","54","0","20","20","31","404","224","0","20","404","224",
"0500000US01131","Wilcox County, Alabama","10441","*****","2876","40","7328","263","13","12","4","6","0","20","0","20","220","257","0","20","220","257",
"0500000US01133","Winston County, Alabama","23655","*****","22050","260","263","110","123","101","105","50","0","24","371","176","743","273","293","233","450","140",
"0500000US02013","Aleutians East Borough, Alaska","3407","*****","576","142","183","129","1263","111","676","196","10","9","277","108","422","74","83","41","339","67",
"0500000US02016","Aleutians West Census Area, Alaska","5219","*****","1356","81","201","171","487","85","2123","191","183","15","285","104","584","141","317","100","267","102",
"0500000US02020","Anchorage Municipality, Alaska","290674","*****","172004","1355","15469","820","21507","1067","28440","1050","8563","433","7728","1290","36963","2107","5859","922","31104","1973",
"0500000US02050","Bethel Census Area, Alaska","18538","*****","1678","70","215","5","15452","219","262","15","40","53","89","55","802","199","59","57","743","196",
"0500000US02060","Bristol Bay Borough, Alaska","854","87","387","69","3","4","269","50","48","42","17","17","22","36","108","38","18","15","90","36",
"0500000US02063","Chugach Census Area, Alaska","7000","*****","5015","166","113","101","371","95","489","100","94","10","344","144","574","156","102","74","472","148",
"0500000US02066","Copper River Census Area, Alaska","2614","*****","1385","114","1","5","886","114","12","19","0","10","37","32","293","89","96","59","197","92",
"0500000US02068","Denali Borough, Alaska","2101","92","1591","202","48","65","64","52","73","69","0","10","45","50","280","198","0","10","280","198",
"0500000US02070","Dillingham Census Area, Alaska","4854","*****","775","113","76","189","3451","270","78","24","3","5","2","5","469","161","9","13","460","161",
"0500000US02090","Fairbanks North Star Borough, Alaska","96299","*****","68726","733","3979","446","6733","837","3032","313","653","25","1672","514","11504","1216","2821","659","8683","1023",
"0500000US02100","Haines Borough, Alaska","2079","*****","1682","158","0","10","129","64","68","57","0","10","2","14","198","114","5","6","193","114",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2329","*****","1238","119","9","16","672","93","19","19","4","7","0","10","387","82","71","66","316","101",
"0500000US02110","Juneau City and Borough, Alaska","32108","*****","20543","297","345","125","3018","372","2317","220","437","13","620","296","4828","450","905","270","3923","430",
"0500000US02122","Kenai Peninsula Borough, Alaska","59235","*****","47151","377","424","128","4389","378","1021","165","222","14","1006","311","5022","481","988","244","4034","456",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13910","*****","8909","127","91","44","2030","188","1180","67","29","25","217","74","1454","255","232","88","1222","231",
"0500000US02150","Kodiak Island Borough, Alaska","13065","*****","6612","307","120","56","1492","167","2964","152","2","4","89","76","1786","374","584","302","1202","271",
"0500000US02158","Kusilvak Census Area, Alaska","8372","*****","265","8","70","162","7606","203","14","13","12","11","64","116","341","104","20","34","321","95",
"0500000US02164","Lake and Peninsula Borough, Alaska","999","92","171","98","22","13","617","95","35","44","0","10","0","10","154","106","0","10","154","106",
"0500000US02170","Matanuska-Susitna Borough, Alaska","108661","*****","86055","451","1392","140","6743","510","1956","184","464","110","1449","312","10602","639","2210","348","8392","572",
"0500000US02180","Nome Census Area, Alaska","10018","*****","1423","22","103","14","7617","123","130","59","2","3","24","20","719","130","48","38","671","123",
"0500000US02185","North Slope Borough, Alaska","10924","*****","3474","59","193","163","5480","269","632","101","209","16","134","82","802","241","97","75","705","239",
"0500000US02188","Northwest Arctic Borough, Alaska","7682","*****","818","65","95","31","6200","91","99","40","22","17","18","57","430","95","41","35","389","90",
"0500000US02195","Petersburg Borough, Alaska","3374","*****","1948","159","39","39","268","56","602","129","16","11","120","54","381","76","40","23","341","75",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5799","*****","2613","35","22","18","2230","101","80","25","45","15","29","20","780","106","56","26","724","100",
"0500000US02220","Sitka City and Borough, Alaska","8462","*****","5269","94","58","53","793","105","667","71","103","87","90","47","1482","150","296","90","1186","150",
"0500000US02230","Skagway Municipality, Alaska","1303","99","1017","108","40","71","64","74","29","32","0","10","0","10","153","100","15","13","138","99",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6888","*****","5163","137","61","25","881","80","214","31","17","22","181","146","371","95","85","59","286","85",
"0500000US02275","Wrangell City and Borough, Alaska","2134","*****","1216","90","1","3","488","79","18","17","46","21","21","19","344","73","55","29","289","68",
"0500000US02282","Yakutat City and Borough, Alaska","564","76","173","66","12","23","147","40","114","77","12","11","8","11","98","59","5","6","93","59",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5355","*****","1239","35","10","13","3610","121","72","105","4","6","24","22","396","96","21","22","375","89",
"0500000US04001","Apache County, Arizona","66054","*****","13556","511","585","78","48176","380","374","28","71","32","877","254","2415","477","1475","384","940","273",
"0500000US04003","Cochise County, Arizona","125504","*****","89661","1541","5001","597","1170","300","2435","277","415","137","5341","843","21481","1455","16185","1346","5296","555",
"0500000US04005","Coconino County, Arizona","144705","*****","84752","838","2212","217","36616","697","2713","284","222","114","7698","848","10492","1023","4266","762","6226","817",
"0500000US04007","Gila County, Arizona","53419","*****","37037","568","389","75","8433","434","383","100","19","27","2015","483","5143","768","3265","627","1878","493",
"0500000US04009","Graham County, Arizona","38453","*****","26349","697","759","34","4601","234","284","115","29","32","1609","436","4822","734","3802","644","1020","427",
"0500000US04011","Greenlee County, Arizona","9483","*****","7158","468","171","35","323","98","71","64","0","19","289","146","1471","454","1349","438","122","96",
"0500000US04012","La Paz County, Arizona","16681","*****","10593","251","94","80","2516","250","153","19","3","5","989","364","2333","451","1826","467","507","158",
"0500000US04013","Maricopa County, Arizona","4430871","*****","2954182","9985","252690","3521","83296","2792","189627","2721","9195","675","339881","7796","602000","9206","421718","9914","180282","5528",
"0500000US04015","Mohave County, Arizona","214229","*****","178146","1480","2422","329","4136","526","2313","224","494","135","9613","1297","17105","1650","10822","1475","6283","701",
"0500000US04017","Navajo County, Arizona","107110","*****","49409","760","1194","215","46154","641","418","132","152","93","3409","585","6374","839","2253","645","4121","679",
"0500000US04019","Pima County, Arizona","1042393","*****","686722","5660","36039","1518","35278","2148","30281","1009","1635","270","104543","5179","147895","5687","95005","4720","52890","3565",
"0500000US04021","Pinal County, Arizona","433338","*****","299613","3725","19867","857","20660","1071","6791","475","1560","182","33521","2454","51326","3849","31729","3600","19597","1522",
"0500000US04023","Santa Cruz County, Arizona","47838","*****","24750","1794","142","104","273","169","65","73","73","121","5237","1212","17298","1848","16433","1878","865","323",
"0500000US04025","Yavapai County, Arizona","237830","*****","201005","1502","1543","233","3296","375","2480","322","161","99","10385","1244","18960","1352","11084","1195","7876","909",
"0500000US04027","Yuma County, Arizona","204374","*****","118769","2691","3969","688","2662","451","2254","191","87","50","23954","1931","52679","2744","47515","2715","5164","705",
"0500000US05001","Arkansas County, Arkansas","17024","*****","12112","120","4379","102","46","20","8","13","0","20","118","75","361","152","85","76","276","131",
"0500000US05003","Ashley County, Arkansas","19018","*****","13461","247","4725","100","43","52","25","23","55","68","181","118","528","221","426","218","102","69",
"0500000US05005","Baxter County, Arkansas","41801","*****","39074","390","100","57","237","105","230","71","18","22","135","95","2007","391","1052","359","955","158",
"0500000US05007","Benton County, Arkansas","286528","*****","205967","3325","5374","411","3225","447","12068","388","1963","122","10490","1682","47441","3370","36295","3392","11146","867",
"0500000US05009","Boone County, Arkansas","37662","*****","35724","155","123","51","130","70","165","93","2","4","215","118","1303","215","273","152","1030","136",
"0500000US05011","Bradley County, Arkansas","10461","*****","6370","235","2722","162","488","193","6","11","0","20","305","222","570","236","256","184","314","158",
"0500000US05013","Calhoun County, Arkansas","4773","*****","3542","87","994","73","21","31","8","20","0","13","0","13","208","99","117","84","91","66",
"0500000US05015","Carroll County, Arkansas","28362","*****","22594","650","103","88","264","97","346","249","330","28","619","322","4106","673","2913","662","1193","427",
"0500000US05017","Chicot County, Arkansas","10234","*****","4339","139","5483","84","4","8","26","30","0","20","65","72","317","144","165","127","152","87",
"0500000US05019","Clark County, Arkansas","21469","*****","14848","192","5157","165","17","21","140","86","9","14","600","221","698","205","168","108","530","158",
"0500000US05021","Clay County, Arkansas","14537","*****","13720","98","98","59","39","32","6","10","0","20","73","87","601","140","80","62","521","102",
"0500000US05023","Cleburne County, Arkansas","24948","*****","23593","270","96","22","196","80","53","56","8","15","112","143","890","242","403","207","487","122",
"0500000US05025","Cleveland County, Arkansas","7548","*****","6339","18","992","197","2","3","0","18","0","18","0","18","215","196","0","18","215","196",
"0500000US05027","Columbia County, Arkansas","22707","*****","13877","156","8082","52","104","101","104","74","6","14","133","120","401","105","73","63","328","93",
"0500000US05029","Conway County, Arkansas","20782","*****","17343","177","2290","171","75","41","85","108","0","24","287","175","702","165","70","73","632","155",
"0500000US05031","Craighead County, Arkansas","111038","*****","83513","773","18035","517","383","145","1357","180","22","37","2858","689","4870","854","2362","658","2508","591",
"0500000US05033","Crawford County, Arkansas","60593","*****","51822","792","771","255","603","181","790","212","12","30","1379","535","5216","812","2163","729","3053","407",
"0500000US05035","Crittenden County, Arkansas","47945","*****","19945","163","24005","562","65","51","367","43","0","27","117","79","3446","610","391","155","3055","605",
"0500000US05037","Cross County, Arkansas","16827","*****","12275","153","3286","277","49","68","5","11","0","20","10","22","1202","301","105","73","1097","278",
"0500000US05039","Dallas County, Arkansas","6472","*****","3405","70","2856","119","0","18","4","8","37","49","18","21","152","86","26","34","126","87",
"0500000US05041","Desha County, Arkansas","11285","*****","5365","204","5376","131","8","15","25","40","0","20","187","178","324","164","112","111","212","136",
"0500000US05043","Drew County, Arkansas","17309","*****","11655","259","4654","156","8","18","125","49","0","20","177","172","690","245","267","187","423","160",
"0500000US05045","Faulkner County, Arkansas","124611","*****","100955","656","14230","640","366","189","1302","268","13","20","2463","643","5282","793","1031","282","4251","763",
"0500000US05047","Franklin County, Arkansas","17160","*****","15377","359","96","56","80","65","140","55","17","24","159","191","1291","347","700","322","591","104",
"0500000US05049","Fulton County, Arkansas","12183","*****","11334","86","23","31","44","33","4","7","0","20","5","10","773","99","119","85","654","55",
"0500000US05051","Garland County, Arkansas","100021","*****","84455","706","7924","430","502","163","743","173","86","96","1521","555","4790","576","1361","402","3429","472",
"0500000US05053","Grant County, Arkansas","18022","*****","16647","136","464","72","20","22","64","49","22","25","191","142","614","139","254","116","360","88",
"0500000US05055","Greene County, Arkansas","45954","*****","42055","498","1144","182","76","43","197","75","67","141","463","167","1952","568","1116","535","836","201",
"0500000US05057","Hempstead County, Arkansas","20037","*****","11379","342","6206","118","155","93","38","35","0","24","1632","353","627","217","358","187","269","105",
"0500000US05059","Hot Spring County, Arkansas","33129","*****","27782","297","3803","116","132","79","83","48","7","12","112","85","1210","325","441","262","769","192",
"0500000US05061","Howard County, Arkansas","12779","*****","8227","155","2770","143","27","29","104","126","27","39","1302","211","322","185","216","167","106","79",
"0500000US05063","Independence County, Arkansas","37910","*****","32862","599","727","206","122","101","274","64","127","246","1431","330","2367","550","1020","538","1347","304",
"0500000US05065","Izard County, Arkansas","13748","*****","12189","266","249","106","126","77","5","8","4","6","131","88","1044","287","801","288","243","127",
"0500000US05067","Jackson County, Arkansas","16784","*****","12770","56","2041","256","15","19","73","72","8","13","56","51","1821","294","324","182","1497","288",
"0500000US05069","Jefferson County, Arkansas","66934","*****","25818","446","37460","482","85","60","523","179","269","228","954","307","1825","556","369","296","1456","470",
"0500000US05071","Johnson County, Arkansas","25925","*****","22047","391","417","122","128","132","782","101","60","68","467","286","2024","406","1180","423","844","123",
"0500000US05073","Lafayette County, Arkansas","6277","*****","3740","134","2099","115","17","23","61","62","0","18","97","115","263","97","72","55","191","84",
"0500000US05075","Lawrence County, Arkansas","16258","*****","15205","279","227","66","31","24","10","10","9","16","42","33","734","297","418","278","316","71",
"0500000US05077","Lee County, Arkansas","8666","*****","3663","74","4793","67","9","9","16","28","0","18","47","29","138","83","75","65","63","52",
"0500000US05079","Lincoln County, Arkansas","13016","*****","8250","108","3884","145","62","62","0","20","0","20","489","83","331","165","83","86","248","130",
"0500000US05081","Little River County, Arkansas","12024","*****","8697","102","2238","217","126","66","27","41","0","20","163","129","773","307","323","179","450","220",
"0500000US05083","Logan County, Arkansas","21247","*****","19066","394","336","47","89","65","388","78","0","24","159","109","1209","423","697","426","512","121",
"0500000US05085","Lonoke County, Arkansas","74292","*****","64497","471","4108","327","153","134","758","129","93","87","936","362","3747","607","1263","446","2484","346",
"0500000US05087","Madison County, Arkansas","16737","*****","13326","578","8","24","61","90","167","102","161","140","228","171","2786","591","2132","572","654","162",
"0500000US05089","Marion County, Arkansas","16905","*****","15990","113","88","78","69","56","122","28","23","37","33","45","580","150","169","101","411","109",
"0500000US05091","Miller County, Arkansas","42682","*****","29222","276","10753","294","371","124","148","186","0","27","1106","345","1082","318","282","170","800","273",
"0500000US05093","Mississippi County, Arkansas","40361","*****","23530","386","14037","269","60","72","164","66","20","35","569","245","1981","416","970","320","1011","281",
"0500000US05095","Monroe County, Arkansas","6787","*****","3656","16","2954","52","9","15","22","29","0","18","0","18","146","44","9","16","137","41",
"0500000US05097","Montgomery County, Arkansas","8555","*****","7777","80","64","20","86","56","72","79","0","18","232","104","324","119","60","74","264","91",
"0500000US05099","Nevada County, Arkansas","8292","*****","5320","204","2798","217","10","19","13","19","8","12","2","4","141","76","6","8","135","78",
"0500000US05101","Newton County, Arkansas","7243","*****","6734","94","10","18","88","74","0","18","14","22","62","62","335","124","51","72","284","105",
"0500000US05103","Ouachita County, Arkansas","22606","*****","12619","104","9275","128","32","38","8","14","0","24","41","41","631","183","241","143","390","163",
"0500000US05105","Perry County, Arkansas","10055","*****","9156","106","234","106","14","11","7","14","0","20","208","113","436","142","153","112","283","102",
"0500000US05107","Phillips County, Arkansas","16373","*****","5718","97","10189","178","4","8","93","138","0","20","44","50","325","125","95","75","230","120",
"0500000US05109","Pike County, Arkansas","10205","*****","9048","123","425","64","15","19","28","28","0","20","251","66","438","125","205","107","233","55",
"0500000US05111","Poinsett County, Arkansas","22997","*****","19685","144","988","264","60","58","5","6","12","20","222","104","2025","316","574","184","1451","252",
"0500000US05113","Polk County, Arkansas","19384","*****","17457","173","25","30","302","97","34","43","39","54","555","154","972","132","236","99","736","118",
"0500000US05115","Pope County, Arkansas","63475","*****","54268","614","1576","273","770","301","639","184","35","43","2343","525","3844","556","1481","467","2363","375",
"0500000US05117","Prairie County, Arkansas","8217","*****","6970","96","866","82","4","10","17","24","0","18","95","74","265","113","109","80","156","73",
"0500000US05119","Pulaski County, Arkansas","398322","*****","209994","1597","148791","1305","1389","370","8976","409","143","42","10768","1312","18261","1768","6326","1180","11935","1281",
"0500000US05121","Randolph County, Arkansas","18619","*****","16846","144","258","62","52","44","71","41","269","157","105","98","1018","286","495","177","523","173",
"0500000US05123","St. Francis County, Arkansas","23138","*****","9259","146","12369","137","109","50","25","35","62","99","504","299","810","363","547","362","263","91",
"0500000US05125","Saline County, Arkansas","123988","*****","104854","760","10443","407","255","98","1413","230","82","126","2108","520","4833","838","1878","604","2955","496",
"0500000US05127","Scott County, Arkansas","9871","*****","8426","193","119","90","50","45","63","72","5","3","462","255","746","201","173","144","573","124",
"0500000US05129","Searcy County, Arkansas","7880","*****","6954","199","33","44","217","118","21","26","0","18","15","25","640","227","456","216","184","57",
"0500000US05131","Sebastian County, Arkansas","128184","*****","90210","795","7660","484","1236","271","5942","302","153","203","12162","1051","10821","1029","3403","821","7418","686",
"0500000US05133","Sevier County, Arkansas","15913","*****","9216","333","752","149","414","167","44","62","204","20","4553","436","730","323","454","265","276","146",
"0500000US05135","Sharp County, Arkansas","17422","*****","16111","331","175","93","32","27","91","33","0","20","203","131","810","323","310","311","500","100",
"0500000US05137","Stone County, Arkansas","12393","*****","11247","253","17","20","78","50","47","41","0","20","187","83","817","254","508","252","309","59",
"0500000US05139","Union County, Arkansas","38815","*****","24439","323","12615","236","52","57","299","41","0","27","269","222","1141","348","373","247","768","219",
"0500000US05141","Van Buren County, Arkansas","15900","*****","14800","143","118","70","126","66","50","47","17","26","274","120","515","160","199","145","316","82",
"0500000US05143","Washington County, Arkansas","247331","*****","174159","2543","8570","731","2256","604","6408","450","6582","398","17255","1757","32101","2750","22643","2784","9458","915",
"0500000US05145","White County, Arkansas","77118","*****","68350","545","3373","257","151","98","667","92","0","30","690","259","3887","570","1519","524","2368","326",
"0500000US05147","Woodruff County, Arkansas","6259","*****","4352","22","1721","74","1","3","0","18","17","19","18","27","150","59","8","14","142","57",
"0500000US05149","Yell County, Arkansas","20342","*****","15757","398","449","108","95","60","222","55","0","24","3319","423","500","133","117","80","383","124",
"0500000US06001","Alameda County, California","1663823","*****","565911","3663","169497","2123","14165","1496","534659","2432","12832","571","201432","5086","165327","4933","71331","3325","93996","3786",
"0500000US06003","Alpine County, California","1515","206","961","168","0","13","391","64","3","6","0","13","16","20","144","78","89","69","55","31",
"0500000US06005","Amador County, California","40577","*****","32583","469","706","122","480","142","519","123","15","12","2095","376","4179","515","2061","557","2118","354",
"0500000US06007","Butte County, California","213605","*****","161779","1369","3862","289","2426","392","11182","595","680","112","11933","1190","21743","1313","9769","1122","11974","957",
"0500000US06009","Calaveras County, California","45674","*****","37974","583","450","166","592","210","896","235","37","41","1529","465","4196","565","2279","467","1917","382",
"0500000US06011","Colusa County, California","21811","*****","13290","779","367","85","331","121","164","214","23","29","3885","663","3751","715","3081","657","670","240",
"0500000US06013","Contra Costa County, California","1162648","*****","542206","3627","101345","1674","8354","1128","212568","2374","5802","452","148400","4821","143973","5287","73432","4650","70541","3100",
"0500000US06015","Del Norte County, California","27462","*****","18969","448","747","146","1965","255","859","258","79","66","1974","519","2869","511","1222","357","1647","355",
"0500000US06017","El Dorado County, California","191713","*****","158083","1303","1405","222","1056","315","9945","454","330","110","6360","1299","14534","1015","5866","731","8668","644",
"0500000US06019","Fresno County, California","1008280","*****","483826","6138","45035","1335","13573","1628","108082","1520","1737","257","182307","5055","173720","5916","133347","5833","40373","2677",
"0500000US06021","Glenn County, California","28657","*****","19350","974","102","58","667","243","985","172","41","46","4085","870","3427","572","2744","555","683","220",
