"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"0500000US16059","Lemhi County, Idaho","8043","*****","7455","95","1","3","31","35","13","25","4","7","132","78","407","102","184","87","223","51",
"0500000US16061","Lewis County, Idaho","3630","*****","2986","59","67","34","100","45","35","15","0","13","121","50","321","56","95","40","226","43",
"0500000US16063","Lincoln County, Idaho","5203","*****","4058","167","25","26","129","80","20","13","0","18","348","120","623","162","492","169","131","41",
"0500000US16065","Madison County, Idaho","52487","*****","46754","532","487","162","158","140","949","229","65","77","1376","402","2698","560","1454","510","1244","330",
"0500000US16067","Minidoka County, Idaho","21626","*****","16509","841","21","30","296","164","30","34","0","24","2490","624","2280","631","1886","622","394","88",
"0500000US16069","Nez Perce County, Idaho","42200","*****","37453","289","44","54","2103","174","374","103","27","27","290","161","1909","272","597","209","1312","170",
"0500000US16071","Oneida County, Idaho","4572","*****","4283","104","0","13","31","35","0","13","0","13","63","66","195","107","116","74","79","69",
"0500000US16073","Owyhee County, Idaho","12043","*****","8934","276","45","40","429","85","16","20","0","20","1497","352","1122","289","905","270","217","62",
"0500000US16075","Payette County, Idaho","25571","*****","21228","527","20","18","224","99","201","121","5","9","1374","471","2519","535","1546","481","973","206",
"0500000US16077","Power County, Idaho","7918","*****","5635","406","3","8","261","181","0","18","0","18","1386","543","633","299","428","289","205","106",
"0500000US16079","Shoshone County, Idaho","13399","*****","12218","197","115","14","242","88","4","7","43","46","43","35","734","208","295","160","439","100",
"0500000US16081","Teton County, Idaho","11813","*****","9911","208","0","20","155","114","0","20","0","20","905","276","842","273","661","270","181","94",
"0500000US16083","Twin Falls County, Idaho","90592","*****","75594","1212","494","145","468","219","1429","296","3","9","4701","1069","7903","1022","5122","927","2781","407",
"0500000US16085","Valley County, Idaho","11830","*****","11577","92","7","12","1","3","6","10","9","14","76","49","154","76","84","61","70","55",
"0500000US16087","Washington County, Idaho","10612","*****","8973","272","20","20","34","35","14","18","25","44","714","260","832","238","446","225","386","69",
"0500000US17001","Adams County, Illinois","65583","*****","59980","215","2578","298","40","27","487","141","9","12","239","113","2250","402","792","276","1458","279",
"0500000US17003","Alexander County, Illinois","5261","*****","3340","13","1748","58","0","17","13","16","16","26","0","17","144","55","45","40","99","36",
"0500000US17005","Bond County, Illinois","16750","*****","14858","145","1195","162","136","77","77","59","0","19","55","68","429","167","179","131","250","159",
"0500000US17007","Boone County, Illinois","53459","*****","42419","899","1384","465","144","118","502","92","0","29","4690","1070","4320","810","2791","734","1529","318",
"0500000US17009","Brown County, Illinois","6334","*****","4956","166","1053","118","32","28","3","6","0","17","156","81","134","80","99","71","35","33",
"0500000US17011","Bureau County, Illinois","33203","*****","30017","334","204","78","20","16","305","54","0","26","1296","322","1361","238","829","186","532","100",
"0500000US17013","Calhoun County, Illinois","4472","*****","4255","63","33","35","11","16","1","3","0","12","0","12","172","73","94","73","78","36",
"0500000US17015","Carroll County, Illinois","15594","*****","14262","81","533","36","41","23","103","22","0","19","103","63","552","91","287","98","265","63",
"0500000US17017","Cass County, Illinois","12955","*****","10644","349","467","153","119","121","98","15","101","148","667","277","859","310","681","307","178","66",
"0500000US17019","Champaign County, Illinois","206525","*****","141142","904","27268","899","251","137","22693","429","88","76","3282","725","11801","1190","4403","639","7398","1027",
"0500000US17021","Christian County, Illinois","33893","*****","31947","243","889","163","47","34","232","45","6","17","115","92","657","287","259","215","398","185",
"0500000US17023","Clark County, Illinois","15467","*****","14875","30","129","60","7","8","28","30","0","19","7","12","421","53","233","69","188","73",
"0500000US17025","Clay County, Illinois","13248","*****","12648","46","61","42","73","69","42","38","0","19","30","33","394","70","0","19","394","70",
"0500000US17027","Clinton County, Illinois","36998","*****","34000","151","1101","150","15","12","225","57","0","26","309","146","1348","248","471","189","877","252",
"0500000US17029","Coles County, Illinois","47076","*****","43057","229","1701","188","30","24","501","150","0","26","349","193","1438","282","342","135","1096","248",
"0500000US17031","Cook County, Illinois","5225367","*****","2580789","9239","1189365","3291","31616","2703","402605","2725","2500","610","550678","10622","467814","10428","330705","8644","137109","5058",
"0500000US17033","Crawford County, Illinois","18729","*****","17245","109","845","136","148","126","66","56","0","19","45","38","380","129","86","51","294","123",
"0500000US17035","Cumberland County, Illinois","10447","*****","10053","42","12","16","0","19","8","20","0","19","149","104","225","100","15","20","210","92",
"0500000US17037","DeKalb County, Illinois","100686","*****","79772","690","7734","395","418","214","2424","284","25","40","3757","577","6556","834","2573","557","3983","686",
"0500000US17039","De Witt County, Illinois","15535","*****","14790","105","142","57","49","54","30","24","0","19","92","64","432","129","193","103","239","74",
"0500000US17041","Douglas County, Illinois","19714","*****","18207","160","243","50","72","49","116","31","0","19","237","149","839","248","602","253","237","98",
"0500000US17043","DuPage County, Illinois","930559","*****","651437","2512","45625","1012","2746","718","116819","1171","361","182","42819","2507","70752","3022","45459","2613","25293","1845",
"0500000US17045","Edgar County, Illinois","16852","*****","16292","34","113","70","6","10","66","19","2","13","139","87","234","68","25","37","209","49",
"0500000US17047","Edwards County, Illinois","6182","*****","5944","33","8","10","37","35","26","16","0","17","14","16","153","30","29","25","124","13",
"0500000US17049","Effingham County, Illinois","34594","*****","33404","183","224","136","17","8","235","53","0","26","188","153","526","187","196","109","330","135",
"0500000US17051","Fayette County, Illinois","21464","*****","19364","119","742","162","95","97","100","92","92","116","51","33","1020","205","308","133","712","150",
"0500000US17053","Ford County, Illinois","13484","*****","12388","154","95","53","19","16","90","29","0","19","338","150","554","154","227","126","327","79",
"0500000US17055","Franklin County, Illinois","37810","*****","36128","185","154","62","24","13","99","80","0","26","77","46","1328","202","575","175","753","106",
"0500000US17057","Fulton County, Illinois","33691","*****","31409","103","902","116","223","89","103","41","0","26","301","112","753","152","210","78","543","120",
"0500000US17059","Gallatin County, Illinois","4967","*****","4673","12","15","23","21","24","6","11","0","12","4","7","248","38","10","18","238","38",
"0500000US17061","Greene County, Illinois","12015","*****","11619","32","105","29","10","12","25","25","1","2","54","38","201","64","105","44","96","45",
"0500000US17063","Grundy County, Illinois","52624","*****","47693","489","954","174","51","34","314","151","0","29","1572","468","2040","421","1148","287","892","312",
"0500000US17065","Hamilton County, Illinois","8008","*****","7701","64","8","19","13","23","34","44","24","42","86","64","142","57","0","17","142","57",
"0500000US17067","Hancock County, Illinois","17582","*****","16850","93","127","46","19","18","56","20","3","5","93","29","434","93","179","86","255","54",
"0500000US17069","Hardin County, Illinois","3665","*****","3585","30","40","18","0","12","0","12","0","12","7","11","33","30","1","3","32","29",
"0500000US17071","Henderson County, Illinois","6374","*****","6088","57","11","13","2","3","0","17","0","17","78","55","195","28","35","24","160","14",
"0500000US17073","Henry County, Illinois","49157","*****","44291","333","1079","197","11","11","229","53","14","20","1308","326","2225","324","1345","279","880","206",
"0500000US17075","Iroquois County, Illinois","27043","*****","24509","177","272","69","24","15","74","20","0","23","1093","191","1071","149","575","145","496","72",
"0500000US17077","Jackson County, Illinois","53176","*****","39415","287","7721","307","68","73","1935","115","81","76","1462","322","2494","373","651","160","1843","331",
"0500000US17079","Jasper County, Illinois","9295","*****","8970","21","22","15","0","17","12","15","3","5","68","66","220","76","88","68","132","22",
"0500000US17081","Jefferson County, Illinois","37043","*****","31669","250","2406","255","88","75","394","90","6","10","166","70","2314","375","870","231","1444","299",
"0500000US17083","Jersey County, Illinois","21462","*****","20568","77","151","80","0","23","127","87","38","58","33","30","545","112","192","78","353","110",
"0500000US17085","Jo Daviess County, Illinois","21942","*****","20798","115","175","57","33","27","125","23","16","13","119","53","676","131","355","105","321","108",
"0500000US17087","Johnson County, Illinois","13313","*****","11036","109","1178","185","0","19","42","16","0","19","133","92","924","222","316","101","608","192",
"0500000US17089","Kane County, Illinois","517254","*****","341764","3374","27003","1115","4357","976","20287","795","594","244","65105","3488","58144","3592","45083","3016","13061","1342",
"0500000US17091","Kankakee County, Illinois","107421","*****","81215","701","15614","476","502","300","1042","138","0","29","3255","530","5793","913","3134","713","2659","522",
"0500000US17093","Kendall County, Illinois","132795","*****","97711","1669","10688","719","359","227","3957","461","0","29","7349","1703","12731","1637","9194","1526","3537","746",
"0500000US17095","Knox County, Illinois","49751","*****","41625","306","4055","305","35","24","499","96","0","26","1275","287","2262","355","929","263","1333","289",
"0500000US17097","Lake County, Illinois","713159","*****","478742","3898","48314","1199","5132","960","60362","722","365","141","53132","2893","67112","3701","47366","3516","19746","1747",
"0500000US17099","LaSalle County, Illinois","109495","*****","96672","612","3014","287","40","24","970","163","19","21","3793","625","4987","581","3245","503","1742","300",
"0500000US17101","Lawrence County, Illinois","15302","*****","13195","69","1228","233","34","59","67","100","0","19","121","63","657","274","34","16","623","278",
"0500000US17103","Lee County, Illinois","34221","*****","30139","216","1800","95","14","14","209","32","0","26","345","151","1714","265","920","196","794","155",
"0500000US17105","Livingston County, Illinois","35771","*****","32689","158","1287","172","5","5","189","56","0","26","505","158","1096","243","430","145","666","199",
"0500000US17107","Logan County, Illinois","28027","*****","24860","159","1695","187","56","53","83","65","13","18","118","71","1202","236","247","108","955","211",
"0500000US17109","McDonough County, Illinois","27370","*****","24124","181","1463","141","4","11","685","61","7","15","182","113","905","217","409","164","496","134",
"0500000US17111","McHenry County, Illinois","311133","*****","267635","2071","4787","537","564","208","8899","460","12","18","6535","1012","22701","2084","15149","1827","7552","947",
"0500000US17113","McLean County, Illinois","171284","*****","138660","713","14542","423","312","111","8684","296","27","28","1812","398","7247","759","3212","657","4035","544",
"0500000US17115","Macon County, Illinois","103542","*****","78722","271","17634","659","32","23","1400","145","69","93","873","268","4812","687","655","168","4157","658",
"0500000US17117","Macoupin County, Illinois","44907","*****","42815","199","484","59","57","42","206","59","6","15","245","78","1094","209","522","180","572","99",
"0500000US17119","Madison County, Illinois","265512","*****","225706","772","22743","742","377","161","2547","317","35","39","2092","499","12012","1101","3896","629","8116","910",
"0500000US17121","Marion County, Illinois","37543","*****","34220","193","1628","125","13","10","254","39","5","8","192","87","1231","185","465","180","766","131",
"0500000US17123","Marshall County, Illinois","11740","*****","11079","110","67","46","1","5","21","26","0","19","135","55","437","132","208","111","229","65",
"0500000US17125","Mason County, Illinois","13074","*****","12609","54","65","47","8","9","40","30","0","19","51","45","301","61","60","32","241","57",
"0500000US17127","Massac County, Illinois","14135","*****","12484","167","934","159","0","19","56","62","0","19","33","52","628","173","229","141","399","115",
"0500000US17129","Menard County, Illinois","12284","*****","11777","77","116","71","0","19","47","18","0","19","16","22","328","80","57","66","271","90",
"0500000US17131","Mercer County, Illinois","15692","*****","14961","81","96","43","0","19","74","26","0","19","97","54","464","92","231","84","233","41",
"0500000US17133","Monroe County, Illinois","34905","*****","33706","208","217","74","43","45","214","46","0","26","291","160","434","151","137","118","297","100",
"0500000US17135","Montgomery County, Illinois","28352","*****","26527","138","780","84","36","25","132","46","0","23","149","87","728","150","242","125","486","91",
"0500000US17137","Morgan County, Illinois","32882","*****","29200","200","1678","236","42","38","253","51","0","26","237","111","1472","301","329","165","1143","247",
"0500000US17139","Moultrie County, Illinois","14531","*****","13997","67","147","62","1","2","21","30","0","19","94","88","271","102","115","87","156","53",
"0500000US17141","Ogle County, Illinois","51672","*****","46277","537","556","198","204","120","252","56","15","23","948","351","3420","621","2384","538","1036","269",
"0500000US17143","Peoria County, Illinois","181186","*****","126959","640","31848","1094","302","99","8100","268","16","26","3443","588","10518","1252","3292","531","7226","1111",
"0500000US17145","Perry County, Illinois","20996","*****","18269","80","1654","167","10","13","131","39","0","23","267","98","665","186","218","83","447","169",
"0500000US17147","Piatt County, Illinois","16698","*****","16035","67","163","67","15","30","12","15","0","19","34","36","439","96","103","70","336","98",
"0500000US17149","Pike County, Illinois","14776","*****","14235","63","102","44","6","8","44","14","88","54","74","29","227","62","94","55","133","33",
"0500000US17151","Pope County, Illinois","3799","*****","3421","47","126","36","114","88","1","2","0","12","4","12","133","86","31","42","102","63",
"0500000US17153","Pulaski County, Illinois","5177","*****","3304","62","1630","101","2","5","11","9","0","17","1","2","229","96","62","48","167","73",
"0500000US17155","Putnam County, Illinois","5628","*****","5311","63","19","16","1","2","41","28","15","20","103","60","138","64","92","60","46","20",
"0500000US17157","Randolph County, Illinois","30413","*****","26603","138","2428","117","24","19","213","16","17","25","458","160","670","131","202","82","468","109",
"0500000US17159","Richland County, Illinois","15716","*****","14892","144","97","75","5","9","47","43","0","19","254","152","421","109","25","32","396","103",
"0500000US17161","Rock Island County, Illinois","143819","*****","107919","767","15404","887","308","131","3774","230","237","199","6162","826","10015","1152","4308","615","5707","902",
"0500000US17163","St. Clair County, Illinois","256791","*****","158891","1008","72692","1194","917","379","4022","362","72","76","4098","1075","16099","1227","3854","777","12245","1128",
"0500000US17165","Saline County, Illinois","23662","*****","21992","109","589","174","18","18","167","44","32","40","91","83","773","207","88","70","685","205",
"0500000US17167","Sangamon County, Illinois","196122","*****","156663","516","24902","853","173","50","4274","327","32","39","1056","301","9022","1053","2544","425","6478","883",
"0500000US17169","Schuyler County, Illinois","6879","*****","6378","64","255","92","1","4","23","43","0","17","55","110","167","105","21","30","146","104",
"0500000US17171","Scott County, Illinois","4899","*****","4693","15","0","12","6","8","38","32","0","12","50","59","112","54","17","22","95","53",
"0500000US17173","Shelby County, Illinois","21042","*****","20432","62","60","52","34","22","72","27","40","51","59","37","345","88","123","53","222","65",
"0500000US17175","Stark County, Illinois","5395","*****","5089","57","60","23","1","2","46","8","0","17","60","36","139","50","74","47","65","24",
"0500000US17177","Stephenson County, Illinois","44482","*****","37047","282","3861","418","78","75","405","69","0","26","466","236","2625","436","656","161","1969","415",
"0500000US17179","Tazewell County, Illinois","131276","*****","123986","437","1533","302","145","48","1420","147","61","62","521","219","3610","492","1508","412","2102","265",
"0500000US17181","Union County, Illinois","17122","*****","15634","95","254","114","40","30","59","27","26","38","40","35","1069","163","719","131","350","115",
"0500000US17183","Vermilion County, Illinois","74113","*****","58996","324","10763","191","87","59","728","84","15","18","777","269","2747","447","1579","396","1168","248",
"0500000US17185","Wabash County, Illinois","11321","*****","10585","96","109","82","4","6","137","55","0","19","91","101","395","137","164","111","231","105",
"0500000US17187","Warren County, Illinois","16760","*****","14231","263","638","180","169","133","248","204","71","109","941","268","462","210","224","175","238","119",
"0500000US17189","Washington County, Illinois","13781","*****","13245","64","107","60","11","10","29","23","0","19","39","29","350","90","100","72","250","38",
"0500000US17191","Wayne County, Illinois","16127","*****","15515","78","127","57","0","19","87","37","0","19","182","81","216","80","40","39","176","66",
"0500000US17193","White County, Illinois","13834","*****","13379","35","107","28","10","10","68","36","3","7","60","40","207","61","73","47","134","43",
"0500000US17195","Whiteside County, Illinois","55569","*****","49446","606","637","178","130","100","339","98","14","30","1062","225","3941","607","2318","516","1623","264",
"0500000US17197","Will County, Illinois","696774","*****","472488","2830","80419","1273","3034","730","41205","864","82","51","44309","2279","55237","2966","33398","2560","21839","1633",
"0500000US17199","Williamson County, Illinois","67120","*****","60005","236","2218","301","322","180","1034","103","0","29","531","240","3010","451","1028","366","1982","294",
"0500000US17201","Winnebago County, Illinois","284591","*****","204108","1666","38111","945","834","270","8163","319","102","37","11553","1337","21720","1609","11633","1392","10087","986",
"0500000US17203","Woodford County, Illinois","38414","*****","36710","234","245","69","14","12","213","82","0","26","273","190","959","188","302","158","657","107",
"0500000US18001","Adams County, Indiana","35827","*****","33860","262","213","101","9","12","51","45","0","27","397","182","1297","298","779","267","518","102",
"0500000US18003","Allen County, Indiana","385456","*****","286707","1082","43301","1133","798","281","18214","517","179","46","11809","1036","24448","1865","9736","1309","14712","1341",
"0500000US18005","Bartholomew County, Indiana","82371","*****","67612","520","1331","223","76","52","6647","227","0","30","2899","709","3806","683","1053","371","2753","556",
"0500000US18007","Benton County, Indiana","8709","*****","8169","89","104","49","4","5","5","11","16","18","60","31","351","91","236","82","115","41",
"0500000US18009","Blackford County, Indiana","12074","*****","11503","58","124","91","13","14","17","38","0","20","20","22","397","105","65","88","332","90",
"0500000US18011","Boone County, Indiana","71235","*****","63882","374","1536","164","37","35","2227","236","27","45","562","318","2964","461","1168","345","1796","296",
"0500000US18013","Brown County, Indiana","15513","*****","14896","126","92","71","54","67","88","24","56","79","34","35","293","105","88","89","205","61",
"0500000US18015","Carroll County, Indiana","20397","*****","19535","202","143","61","7","8","23","36","0","24","222","156","467","121","202","109","265","47",
"0500000US18017","Cass County, Indiana","37820","*****","31085","515","494","189","203","188","536","232","0","27","3085","455","2417","527","1585","441","832","314",
"0500000US18019","Clark County, Indiana","121484","*****","102794","541","8629","621","392","257","1266","160","14","22","1660","453","6729","820","1535","449","5194","635",
"0500000US18021","Clay County, Indiana","26396","*****","25142","200","100","68","5","8","55","29","18","22","129","84","947","248","324","214","623","124",
"0500000US18023","Clinton County, Indiana","33020","*****","28114","435","252","120","1","3","155","27","0","27","2255","538","2243","573","1645","504","598","211",
"0500000US18025","Crawford County, Indiana","10511","*****","10016","29","82","78","0","20","9","15","0","20","31","35","373","72","78","57","295","69",
"0500000US18027","Daviess County, Indiana","33337","*****","30730","703","531","163","27","25","81","32","0","27","582","453","1386","595","690","558","696","183",
"0500000US18029","Dearborn County, Indiana","50709","*****","48795","236","286","151","8","13","277","46","42","50","196","150","1105","216","354","200","751","130",
"0500000US18031","Decatur County, Indiana","26432","*****","24951","159","58","60","1","4","157","93","0","24","145","113","1120","164","424","168","696","143",
"0500000US18033","DeKalb County, Indiana","43312","*****","41315","216","102","70","30","36","236","101","0","27","123","84","1506","241","724","232","782","107",
"0500000US18035","Delaware County, Indiana","112156","*****","97726","360","6999","355","93","53","1754","151","22","40","800","298","4762","499","1011","271","3751","409",
"0500000US18037","Dubois County, Indiana","43584","*****","39601","578","699","458","92","88","220","200","0","27","1104","255","1868","586","1476","580","392","189",
"0500000US18039","Elkhart County, Indiana","206841","*****","164733","2003","10268","676","686","223","2230","257","138","136","13979","1834","14807","1630","8157","1429","6650","768",
"0500000US18041","Fayette County, Indiana","23391","*****","22130","281","278","116","59","49","43","47","10","14","134","91","737","267","341","248","396","122",
"0500000US18043","Floyd County, Indiana","80191","*****","70587","293","4046","338","85","74","936","158","8","13","598","217","3931","454","1386","276","2545","405",
"0500000US18045","Fountain County, Indiana","16468","*****","15721","98","48","29","38","29","88","31","0","20","70","91","503","92","229","73","274","60",
"0500000US18047","Franklin County, Indiana","22850","*****","22096","119","21","23","0","24","132","97","0","24","126","107","475","131","103","91","372","139",
"0500000US18049","Fulton County, Indiana","20420","*****","18623","294","241","136","19","17","18","21","0","24","1026","312","493","147","133","92","360","133",
"0500000US18051","Gibson County, Indiana","33006","*****","30186","358","590","169","7","7","159","32","190","255","666","297","1208","255","377","214","831","169",
"0500000US18053","Grant County, Indiana","66560","*****","57263","301","4541","375","190","115","564","102","0","30","789","253","3213","529","751","275","2462","445",
"0500000US18055","Greene County, Indiana","30900","*****","29885","151","185","32","26","33","45","34","0","27","148","97","611","134","212","124","399","56",
"0500000US18057","Hamilton County, Indiana","349527","*****","290880","1257","14260","1094","256","142","22566","921","139","52","4217","902","17209","2162","7126","1254","10083","1574",
"0500000US18059","Hancock County, Indiana","80170","*****","73061","323","2171","396","124","79","692","141","0","30","862","268","3260","575","1216","364","2044","426",
"0500000US18061","Harrison County, Indiana","39684","*****","38192","196","295","152","4","6","257","62","0","27","130","117","806","238","208","171","598","178",
"0500000US18063","Hendricks County, Indiana","175639","*****","144917","762","14231","755","305","177","5672","386","42","48","2722","582","7750","1207","3584","771","4166","792",
"0500000US18065","Henry County, Indiana","48913","*****","45776","149","1189","119","64","42","243","71","0","27","356","154","1285","171","347","115","938","130",
"0500000US18067","Howard County, Indiana","83452","*****","71455","438","6551","402","163","102","1043","154","6","10","602","282","3632","597","888","286","2744","501",
"0500000US18069","Huntington County, Indiana","36699","*****","34790","217","344","85","74","42","258","54","58","63","395","141","780","214","406","189","374","103",
"0500000US18071","Jackson County, Indiana","46212","*****","40352","427","506","147","172","155","846","314","30","49","1570","498","2736","621","1643","526","1093","345",
"0500000US18073","Jasper County, Indiana","33045","*****","29641","620","334","83","19","20","51","35","0","27","890","286","2110","608","1453","634","657","158",
"0500000US18075","Jay County, Indiana","20451","*****","19428","110","59","33","24","29","87","36","0","24","148","78","705","136","220","140","485","218",
"0500000US18077","Jefferson County, Indiana","33057","*****","30942","144","694","133","47","40","248","88","0","27","298","141","828","198","286","99","542","163",
"0500000US18079","Jennings County, Indiana","27610","*****","26300","214","218","91","38","34","65","70","0","24","338","221","651","143","206","111","445","87",
"0500000US18081","Johnson County, Indiana","161952","*****","142093","742","4210","549","151","149","6838","397","61","40","1564","495","7035","1038","3211","819","3824","648",
"0500000US18083","Knox County, Indiana","36148","*****","33155","340","833","132","19","18","338","101","41","65","337","175","1425","352","692","306","733","175",
"0500000US18085","Kosciusko County, Indiana","80442","*****","72062","558","597","186","262","123","1224","128","0","30","2210","529","4087","539","2707","529","1380","221",
"0500000US18087","LaGrange County, Indiana","40364","*****","38352","249","69","50","13","17","39","33","0","27","306","196","1585","277","987","254","598","66",
"0500000US18089","Lake County, Indiana","497682","*****","292007","2148","115950","876","1616","324","7489","342","129","46","41821","2279","38670","1851","25825","1658","12845","1237",
"0500000US18091","LaPorte County, Indiana","112215","*****","89980","575","11998","534","237","89","705","196","39","52","2878","512","6378","792","2600","553","3778","562",
"0500000US18093","Lawrence County, Indiana","45113","*****","42901","318","151","45","102","62","316","50","4","8","348","227","1291","229","535","191","756","98",
"0500000US18095","Madison County, Indiana","130545","*****","111737","509","10402","385","283","168","769","105","2","4","2115","454","5237","722","1929","532","3308","422",
"0500000US18097","Marion County, Indiana","971737","*****","548461","2711","274056","2683","2459","709","38242","1140","172","58","46090","3472","62257","3413","23169","2320","39088","2966",
"0500000US18099","Marshall County, Indiana","46208","*****","42527","397","353","135","137","109","318","52","22","34","1188","379","1663","375","1027","370","636","156",
"0500000US18101","Martin County, Indiana","9863","*****","9458","126","20","20","11","18","2","5","0","18","49","78","323","108","145","96","178","26",
"0500000US18103","Miami County, Indiana","35952","*****","31798","257","1496","82","81","40","183","30","6","12","560","195","1828","266","597","273","1231","114",
"0500000US18105","Monroe County, Indiana","140065","*****","118231","335","5102","315","193","114","9237","372","1","3","940","252","6361","593","1891","296","4470","487",
"0500000US18107","Montgomery County, Indiana","38018","*****","34961","319","313","138","3","4","162","80","19","28","853","292","1707","289","910","265","797","190",
"0500000US18109","Morgan County, Indiana","71757","*****","68428","341","337","135","12","17","430","103","0","30","505","271","2045","309","753","212","1292","206",
"0500000US18111","Newton County, Indiana","13829","*****","12651","210","157","113","10","10","33","49","0","20","285","105","693","224","482","191","211","107",
"0500000US18113","Noble County, Indiana","47431","*****","43190","532","173","86","64","36","328","42","67","68","718","256","2891","495","1938","415","953","225",
"0500000US18115","Ohio County, Indiana","5974","*****","5662","49","18","22","26","29","26","29","0","18","3","5","239","57","49","49","190","28",
"0500000US18117","Orange County, Indiana","19768","*****","18479","207","322","71","6","7","86","30","0","20","62","54","813","226","482","229","331","103",
"0500000US18119","Owen County, Indiana","21361","*****","20475","59","105","106","9","17","110","52","0","24","33","39","629","133","258","92","371","121",
"0500000US18121","Parke County, Indiana","16327","*****","15459","70","307","161","7","8","0","20","0","20","61","57","493","167","101","83","392","154",
"0500000US18123","Perry County, Indiana","19186","*****","17910","67","610","78","41","44","135","21","0","20","44","31","446","100","234","77","212","85",
"0500000US18125","Pike County, Indiana","12227","*****","11752","78","70","115","11","13","30","50","0","20","226","144","138","57","35","47","103","33",
"0500000US18127","Porter County, Indiana","173355","*****","149908","991","7090","406","179","86","2393","227","19","29","3232","585","10534","1039","6577","884","3957","496",
"0500000US18129","Posey County, Indiana","25226","*****","24021","177","320","117","8","11","112","52","0","24","311","187","454","112","50","56","404","112",
"0500000US18131","Pulaski County, Indiana","12498","*****","11634","85","24","29","10","18","32","32","35","57","275","65","488","100","185","81","303","70",
"0500000US18133","Putnam County, Indiana","36942","*****","34188","166","984","179","42","32","986","191","0","27","136","76","606","205","266","141","340","132",
"0500000US18135","Randolph County, Indiana","24586","*****","22811","266","52","47","19","20","110","29","17","25","476","278","1101","238","537","198","564","98",
"0500000US18137","Ripley County, Indiana","28990","*****","27758","171","97","66","0","24","204","101","0","24","284","140","647","151","204","112","443","106",
"0500000US18139","Rush County, Indiana","16716","*****","16151","97","96","95","0","20","11","23","0","20","52","74","406","115","117","81","289","100",
"0500000US18141","St. Joseph County, Indiana","272388","*****","201310","941","35089","1011","827","302","6947","370","176","53","7831","943","20208","1577","9550","1213","10658","1060",
"0500000US18143","Scott County, Indiana","24403","*****","23104","193","37","42","70","87","14","25","0","24","222","141","956","200","407","164","549","114",
"0500000US18145","Shelby County, Indiana","44940","*****","41906","303","624","180","0","27","403","71","11","20","866","344","1130","289","458","237","672","237",
"0500000US18147","Spencer County, Indiana","19935","*****","19041","129","130","41","4","5","80","17","0","20","101","72","579","136","311","124","268","44",
"0500000US18149","Starke County, Indiana","23308","*****","22032","235","40","34","104","98","66","24","0","24","229","140","837","211","360","186","477","108",
"0500000US18151","Steuben County, Indiana","34507","*****","32572","189","108","58","19","16","190","93","0","27","435","168","1183","190","439","170","744","127",
"0500000US18153","Sullivan County, Indiana","20791","*****","18990","124","754","124","15","21","23","40","6","10","168","107","835","146","247","80","588","131",
"0500000US18155","Switzerland County, Indiana","9896","*****","9406","78","30","33","24","28","2","5","42","53","64","58","328","79","97","64","231","44",
"0500000US18157","Tippecanoe County, Indiana","186955","*****","145873","996","11214","450","230","84","14580","492","14","17","5743","982","9301","927","4168","743","5133","696",
"0500000US18159","Tipton County, Indiana","15328","*****","14705","103","79","35","17","22","116","76","0","20","85","100","326","105","72","82","254","77",
"0500000US18161","Union County, Indiana","7041","*****","6756","38","43","45","0","18","48","11","0","18","5","9","189","56","35","40","154","41",
"0500000US18163","Vanderburgh County, Indiana","179900","*****","149945","593","17554","690","181","251","2433","250","439","42","2154","556","7194","891","1753","393","5441","785",
"0500000US18165","Vermillion County, Indiana","15488","*****","14895","66","69","82","17","15","27","19","13","22","43","21","424","104","187","71","237","83",
"0500000US18167","Vigo County, Indiana","106355","*****","91247","374","7357","329","185","81","2160","179","114","117","1373","375","3919","514","1004","326","2915","377",
"0500000US18169","Wabash County, Indiana","31032","*****","29393","201","350","66","92","69","114","68","18","27","371","159","694","199","266","162","428","100",
"0500000US18171","Warren County, Indiana","8454","*****","8182","62","8","12","2","4","39","26","1","2","20","24","202","56","33","36","169","34",
"0500000US18173","Warrick County, Indiana","64065","*****","58604","563","1322","184","50","58","1563","277","5","8","683","486","1838","504","653","333","1185","365",
